firm,μ,σ,b
54,28.09105203140491,14.988166542816133,132.4079404040558
55,23.980237913165286,12.163282235552094,114.84511395687332
56,337.46726812458485,12.608913038031652,477.36210340931626
57,7.404276602554013,12.561191442760206,173.95270024284406
58,23.384944040495817,13.179196300396276,86.79678657593897
61,2.4622992850694123,13.904194542490972,26.509124025204056
63,-0.6739288510352707,11.849318805965625,78.08582979683217
64,2.835754166049792,11.569454687936895,238.88823201891074
65,26.103523625950285,11.077535739334431,173.74675939946516
66,6.38906439741969,15.186739339865548,70.2704372315035
67,82.03869847492913,13.75853195029901,245.04835240107573
68,16.093184300010222,13.51252583083456,30.48215476376861
70,77.68781471368038,13.517511417487432,413.7393114117629
71,-1.0394315168494805,13.289339618269134,49.8991958727939
72,-49.30395657102718,16.986321652307424,382.2046363710991
74,-0.9093133453229538,14.737511165687318,43.452181665095885
75,-7.812583032576126,13.75535977103159,131.4367168451577
76,2.1547624456990047,13.171375260130672,33.29422065655262
77,4.179806739215539,11.879545593612367,50.478931893118315
78,79.47241029591243,14.107664134828383,179.18651101310394
79,12.742339107524364,12.096033114727877,102.6842734019429
80,8.974541491725796,11.777837082803497,21.91444924524576
81,4.98233756368834,12.217800187989994,51.4530441542648
82,3.311912500573938,12.79744408272353,82.99801905203482
83,31.76818622381095,13.842702703076021,22.798924158217126
84,17.273751690927785,26.14835096744882,-2.045949585759266
85,1.9035729549993916,12.43621337603433,40.11234804508764
86,9.99173262182259,15.795362395419458,79.9982727133149
87,1.61308421457533,13.717043041307422,50.73683599334179
88,9.02000973208362,15.620400804537415,68.99343433599866
89,-12.424417220104319,20.05987451904221,64.88482045247265
91,16.499722502075375,15.320890722822414,33.524005114543215
92,19.36629926107773,13.727880058979732,118.5368803798092
93,2.956920682548275,12.479478199385243,101.88645559491074
95,25.338568282082637,13.286693366142243,69.05119952153277
96,7.9823314738576725,14.292662068738915,99.76357902573612
97,5.842547141903765,14.205589325554884,51.564618603970615
98,0.08872818241286157,12.972538583825127,26.001741710624316
101,10.740850081905775,15.804865719829895,26.868695656552628
102,47.7983184171657,14.488390880521438,89.47599020035572
103,7.457392815483563,14.258983592252827,37.63865106790508
104,57.84952225470135,13.38799660372089,338.88274636342277
105,6.126652170465325,13.82517843453886,102.94248584056663
106,306.3191705639313,14.800145986380741,298.41692853396665
107,15.704958423031938,12.220836752864155,118.4073577383214
108,8.330628761462648,11.537794888218336,55.837863031862355
109,21.942323514389614,13.868223808346213,155.11349942804364
110,8.919599340413752,13.557884706519454,73.9863022376602
111,60.200529129160785,13.09327271540734,148.0951828333306
112,1.0515758851549204,12.340403293319685,45.326208431509684
113,-3.610772249978288,14.61728971116211,71.36533240160843
114,1.0418000913494736,15.435821002517832,35.57940037661706
116,3.895962967657827,12.403351483176419,153.5018320994785
117,8.022660497397807,12.180702338805323,170.87358028251978
118,3.8824702749902067,11.372761032296362,48.84682567570647
119,3.5888969333689387,10.946920594021595,43.458418013012455
120,0.0026191780520770126,13.144260659670481,70.7282406183969
121,3.1617814889544045,10.541957344494,65.75079253644559
122,2.065160044883766,12.33683408482673,38.08481887645748
123,-2.222008709631039,15.557256018763802,78.09382405598713
124,0.5608352552715643,13.013218668019844,31.982415751409945
125,7.534744519895263,15.727077814910759,47.56702342056456
126,1.8588941118586453,11.435264963941421,77.41011974484292
127,8.729582208696101,13.012313485676085,188.14043816107528
128,9.90927452897804,13.43698310053027,22.585717106243177
129,1.6862702391873654,13.635826322075056,28.858699053706868
131,76.59985312466618,11.274021958319272,155.71680388208213
133,16.30394632360427,12.164713844643588,108.71205445137791
134,3.000887846084299,12.80699344757573,19.59061192557349
135,20.975105543252678,13.019420621391633,139.27069440128912
136,7.847463045206059,12.747019447667032,56.206945158323485
137,11.458966252067551,14.912479876433249,34.914150179757726
138,48.02106489534194,12.101694372742717,73.55565274044956
139,8.85809376587742,16.07986036037615,94.13315727353583
140,10.455610401478749,14.311730809576027,58.61985124538256
141,62.902210206745835,13.830889842434658,88.26174057241217
142,-5.033833715024551,16.66493904120535,57.12705175083235
143,-0.864582339209821,14.1937946340123,50.92916685883893
144,5.304274262320753,18.533475759625066,20.399241367450582
145,22.795716684031692,16.617706999618655,16.03406614550873
146,1.0646487807570315,18.75337209745082,94.0157750718271
147,6.4211441178235695,12.699893480762203,113.73220506703859
148,9.974660390049738,16.317859976079347,61.257698813903396
151,-2.4355449181720545,16.520635260819358,38.45972888550236
152,34.94533664306153,12.278004505335636,87.88315798496568
153,11.98768805106825,14.494307298665362,79.32306776940861
154,0.8951870035350237,11.634014301560319,73.71059532097958
155,45.228434703032036,13.455786233137598,232.2907120916499
156,17.33697813433434,12.93320232691424,72.069518160467
158,3.014012107674061,12.248915182508176,111.48467566050503
159,5.72446544469732,11.252303952670314,78.0022458283296
162,-13.483995683390528,18.218831342426313,77.74166956926565
163,3.454869676334664,14.180511464992957,82.72002841501612
164,20.42640982027412,13.364868744346659,60.05928520324389
165,5.170445364748388,13.678317768063906,33.85638984502073
166,7.6292334716903305,12.678988938842483,163.5598487021723
167,-0.2999184752705838,13.088848158580014,63.47141722367477
168,13.453774537833647,13.767508936934602,44.531341284222336
169,5.899498180424516,13.121728044490713,105.81857892806664
170,53.62422976084655,12.801690068957775,44.77670181315841
171,6.255365628516736,13.267771990134158,61.604258414027925
172,60.82587337028253,21.490467707806907,-52.43059115500993
173,6.381717019810286,12.079333405702378,85.29563190907993
174,0.43055704563589914,16.568900414277582,88.00323308453554
175,27.690800411318545,13.494340971439053,99.57769838560114
176,78.63054004182545,12.648064170655996,413.10168253158054
177,2.1923959783709868,12.737101180155092,66.33832776895244
178,8.273252894814824,12.660075404911384,252.99505881192692
179,36.687766072694814,13.55946658966115,126.92033458910323
180,30.7160000955829,18.866929174655265,27.033345949181285
181,13.06907624981748,12.908058651936342,215.1338255689164
183,5.823510589662348,11.812571675822154,64.3779519419912
184,0.6001528992880225,12.696923230816184,42.607283751501164
185,5.209534636691851,16.68630395979946,113.12288518804236
186,11.234672865562482,12.121660151710627,60.90261440493747
187,24.01906784120412,12.361137499214797,69.35442594667309
188,0.8402044050942705,13.771751393191108,67.41946503313933
189,6.408485394531142,13.550932704652299,148.92760185002209
191,7.046818190061429,12.68080006920593,23.880762639283766
192,-4.274203609053209,14.241559758070526,124.00020254663073
193,3.4055372383993068,14.4199873759475,204.45502018036592
194,-1.3550280166669217,13.480890668988982,121.48434657092263
195,2.597397035857322,15.254271990318607,24.959063215800374
196,19.36885809485407,13.577617741544437,81.22698901501897
197,0.37477836794316643,12.805220086756867,37.79692347300979
198,6.578762151921314,12.958891470130194,81.01038511773558
199,1.511608677893163,14.103972993326137,237.4535766524026
200,8.57855846976408,13.810919554166784,77.51598110416072
201,1.3399219564979175,15.591176173085758,7.818787268747254
202,12.001345809320068,15.412995616870015,2.388644695437997
203,-3.0855585043508813,13.15789678817437,78.81297019518722
205,-1.6488544389488355,14.06702576334284,40.39081241126127
206,-2.2271658209846623,13.884825858304728,40.67685922350763
207,-1.5827756612193375,14.602027972369932,32.72133948170499
208,6.500185354815934,17.50360241494422,6.583537865405947
209,-3.024514561406266,18.740579415659028,28.400198973899045
210,13.706865679932925,12.594112477064881,63.4861233780004
211,42.085135059972934,13.92268401801845,86.57484017109273
212,63.0461896038157,16.2578902860265,15.19909258052987
213,7.304734310879493,12.159059042277594,170.6299281626714
214,-2.7831076207206245,15.982525882758306,93.00182286989036
215,6.449848765621006,11.622567265005848,42.08121277001644
216,2.164012452013969,15.646405308087699,35.010123234726365
217,12.67596735739195,12.891654287875799,79.7983292796011
218,-1.121075284878792,12.25094036569812,71.38880242083827
219,3.9602088864999785,14.428423587177,138.93849367541804
221,35.643367304588914,13.363655155160211,179.8347555219432
222,-2.453257704307658,17.853024813622056,33.60938433257834
223,-1.3383779494865895,16.369075281302223,18.78648650259188
224,-3.0471734300928306,14.260322176564022,98.03523210365917
225,30.30568759099722,15.116945943856605,86.90957631568929
227,1.392941887122144,13.803808625203331,68.0079115227339
228,12.742287343044394,17.112708298523092,39.56369975183557
229,-0.3056925427142383,14.458802586164182,15.138903628977097
230,14.839390928561238,14.56102791692424,67.51905637436728
231,8.806704298474283,13.241450393426835,36.073752176854185
232,36.50479782650703,12.421355689703365,165.54902077588434
233,13.949873570450512,12.415003517670813,143.58409589331558
234,2.484137690692912,11.192577610883117,38.29425150912852
235,-0.5485748851642207,15.337370896772168,18.367093409391522
237,2.851850658794667,14.695196070672925,17.917260267470322
238,48.97017067361815,13.473653725934204,251.10450267318305
239,-0.04927991935697948,14.732642622213529,13.858869907118871
240,-5.724288090103007,13.260130995098127,224.38158850006886
241,-2.5815829807263,12.297781579434176,140.99306760827272
242,19.15136621581052,11.961577248638132,129.85525365063907
243,76.5683901066969,13.792246372841563,172.27944467605593
245,19.257350341390993,12.29759465050125,134.8461336200084
246,4.871688694531146,15.324194319672092,308.25714799910327
247,-0.28819375247837414,14.090824209165742,79.99473678115935
248,-15.001716741427988,16.840489626777085,109.43204133362737
249,-2.02037552037478,13.803743318397588,54.99197429427062
250,10.251115685866317,11.468495167717675,71.49622173737907
251,-3.10108437738155,13.410707620033977,137.47111452958964
252,-1.1533417943482205,13.51201395709388,49.37069102655698
253,2.791976573318772,14.31465797793311,18.739497272471628
254,72.88077402244477,13.97296961470619,156.36599430779992
255,30.47607561643254,14.12993981478693,143.44564302669357
256,-1.1887857879253336,15.72549123280903,23.261807823069816
257,-14.652932783754302,16.114513208228985,196.99643745762594
258,30.55738699572952,13.811730298313844,95.5302227516989
259,4.142104446768207,13.458612567118497,27.133733657251874
260,18.919092418781478,13.005450495369061,91.14814068680354
261,12.755037588558256,11.981081706564618,125.57971655214867
263,6.568928019427299,12.038157369505937,103.78168037220888
264,10.695487902788887,10.609163115843069,123.7332343629813
265,7.570525775456446,13.010110702893392,29.086727404116612
266,7.465792478446398,13.216538441714407,104.3886616736087
267,0.9357980452874866,12.710754541639883,24.57770061984101
269,1.0730603349246786,11.577411729116399,62.16386156111762
270,0.30809636509341,15.089721481056634,17.635521888633846
271,27.93767580128389,13.31644065774262,44.182607717799314
272,4.497293677244905,11.193840898693747,118.01614853533576
273,1.4821759357644118,15.502967300194436,14.49269828375113
274,-0.1696238892924179,13.304760470418103,17.83697790196558
275,68.7586317838107,15.25253036722965,52.28833103423371
276,-4.042617959593458,13.125687604057804,50.046602699025584
277,5.527501163728409,13.3615694329454,20.94037783849929
279,25.942138708677106,13.112295618876896,140.91157311995505
280,97.48954344717733,16.019382398988242,117.63085034735363
281,1.3340690533435222,14.338181086390788,67.10768065001587
282,-7.079550528112712,16.129907119804482,71.30466696752966
283,-0.7900026536772862,14.672257284971247,43.5371215355791
284,9.14112937421862,12.828387129110782,64.59957033352077
285,10.659534195111963,15.486082167631544,43.90717413009446
286,-2.927777692070147,17.647715853438328,64.60246856178645
288,11.332798681368956,16.610371893234245,41.90343718931936
289,5.529066075869511,15.048169176922151,24.68540154485201
290,22.956910583656793,12.091976744915906,311.0301170868613
291,2.125704623770529,13.154340119144587,45.08245050620984
292,31.09594280344899,13.7134953509671,71.46450845241158
294,-1.5907683293138362,15.264344893550641,94.89176749654165
295,-2.629377297387304,14.47936944035963,161.39427049199648
296,1.1303680811248704,18.362533203880677,12.587170358603288
297,4.429936285220755,16.15889799627107,53.10332378730067
298,31.90942608248783,13.901381342277496,267.0494143152487
299,7.101906543509904,15.679867272538758,115.83898412697805
300,20.08145282487335,11.245481487392475,68.43735462353499
301,42.49736066906565,13.949641859558511,169.38101640469407
302,5.024343385375565,13.212682852909433,35.68903748688863
303,39.54254876466883,13.338798550791257,192.9386343071159
304,22.335770613749798,20.58892529424004,15.082972982001353
305,6.972599506570326,11.751737109249504,62.92820585409607
306,21.476248186796305,11.418750094050733,157.328067487041
307,44.31676833967386,13.180788992237174,80.07761322910167
308,3.5846653737444614,12.093031548114284,92.42023017116897
309,4.949679658930499,11.365544058615699,66.58983260416827
310,5.5178536102941,13.99266926923579,38.388181824331475
311,210.13585070040136,13.029659037251184,452.59742381390055
312,2.2737516986823487,17.7510356345408,25.903945807427498
313,8.205031824366664,15.222844901194083,36.63310061528047
314,6.960563792682376,16.057030926216864,40.49936045026824
315,47.79866661212622,12.285702004902273,74.98247738701478
316,22.11979242073643,12.074682076382754,82.65468689061005
318,-11.332209242314523,16.501174978086663,177.81645127084525
319,-4.170191390176783,13.758368733600602,64.25143706732737
320,5.08449679515764,10.709520609723986,41.823573970858796
321,85.51144419641362,15.672136679503442,56.89354877741913
322,4.842025184491343,12.670826380044039,25.144062971056353
323,41.686599755550354,13.099157544999377,150.81286419933687
324,11.790369412242972,13.907085253196861,34.84124394220379
325,30.494947434200053,12.641915576422877,99.27714926956817
326,94.42084759027412,13.718429733101203,109.526897931836
327,8.635552185047853,12.02840226008919,21.93940689539853
328,2.3333611692723903,14.442219383027258,60.97726397245492
329,16.36730853905558,15.676838559365455,347.15985290424595
330,-0.40545958851428515,15.789271807595174,21.528496140720247
331,6.232000823872606,13.708053310816368,34.16746442811974
332,1.7596014463538907,13.826378806832823,12.340502429199027
333,1.658602027170934,13.948221950857743,12.615944460574958
334,10.71237296302891,12.103949144458088,37.48156087895053
336,15.134159953497932,13.699766618540313,69.09726455695245
337,0.3617376561328284,11.913519560038857,25.301007345362798
338,26.327004712228717,13.072121872919743,145.3789804459358
339,1.3776385189709555,13.515741007218276,95.67195825137186
340,34.51388055887007,12.429841653590074,269.18803181026954
342,-9.8218519122834,20.63258531781029,58.55253655389696
343,1.4654016090922557,14.204406887105531,33.21174268846054
344,17.047513347463287,14.979458152032581,34.790979153808635
345,40.39787230226772,16.40501657957768,15.824017105483236
346,491.6263811719212,14.442530998028941,2622.222151115792
347,23.821792702071974,15.614370353600867,80.58869324445513
348,101.77361138196196,12.462189296386137,221.95455204422083
349,-5.560165823168586,18.722909229378466,60.48007392791454
350,54.14781764926625,13.601911424228694,50.44925284952
351,-0.4234229783545779,13.478532668600316,72.67928205995464
352,-1.607000027957456,16.856113783048517,61.261613739872054
353,8.374711773798328,12.31144431725378,42.109948087271825
356,4.517833796160527,12.354294297947705,41.165845241551786
357,9.325974702103032,13.1253286264595,96.05463721402191
358,33.754750344336884,14.357798975345007,141.76480782154965
359,13.538225636187711,12.344072916240249,57.6825231621392
360,63.33225155990427,16.161466368994816,118.03273181673059
361,17.4953359222139,15.10200482540229,96.6922334744538
362,7.046810787581013,21.131990957188385,24.774215546569803
363,2.28288987683457,14.40768516075273,44.73172987207941
365,14.594678640446048,10.356897112861716,103.10922722777912
366,20.8059489209912,13.44730827305805,65.81002692412918
367,2.4214605931393574,12.073099941388683,35.496648730295036
368,2.840669845204501,12.432710197984791,80.70742176284158
369,-4.922032318925209,15.171259154123677,100.59773614345649
370,-3.138759244136818,12.042017376901436,88.69555843150964
371,13.825310633844861,16.43473442337272,127.87689766657027
372,10.473183314730349,13.624820530803827,125.05720691136013
373,72.59526131247192,13.59834675772168,106.78111957078504
374,8.455169452319119,13.141234377779526,104.66001338795746
375,-0.46437330599285265,12.206504480013281,30.35248840923947
376,4.537337116439746,14.825983507025589,47.246717050377775
377,15.727352665691294,10.724619713976816,82.3869159528298
378,13.136377383829824,11.824270946162684,54.11192217138166
379,17.733428364796875,12.600734982301365,54.66159751721576
380,1.0165793927916655,14.54436621516591,91.01060987945215
381,10.27816477580125,14.708532769898985,73.18015318471339
382,2.7300134402529266,11.66779837413598,51.177038002979515
383,31.006211994532546,11.551366399553215,176.13406192823373
384,4.882065405070479,15.36457284727129,27.002161952936223
385,-13.834120199556295,17.990673517367956,130.6402818448536
386,15.973000701507196,15.338698188078556,70.89793189235833
387,22.696618531339258,14.693328862962368,47.64597562402141
388,24.88948283844632,14.048030766966537,6.883018188589706
389,11.390784908836745,12.46121398330914,89.41298167383667
390,-2.9199266784762155,15.823251956851008,114.5033442333126
391,11.946081369172656,13.988799503269792,42.100915419637396
393,1.8588494579721966,13.025714309300232,60.15603093656411
394,0.45132139793559195,14.503056506184809,59.10584531717925
395,83.90867833361936,13.471153182110129,280.9901855908816
396,1.2358293571614454,15.01797741691459,14.694739764832851
397,15.735048132952867,10.730639656157694,58.78340904260983
398,36.11737969540446,13.58338556234639,83.09209424623361
399,8.482738603801321,14.06378516113348,50.95100047770709
400,26.550816398373225,13.815788252473446,154.01425661645087
401,3.492544925251944,12.547059765252438,21.561842000972877
402,39.551862616604986,11.973341806753245,278.8646498791481
403,3.2407942364127797,14.786730466588633,91.40110137155501
404,-14.852788260294231,19.5269423377434,124.48978629015102
405,51.3927301829685,12.47463731639018,173.34356724419666
406,18.434991717163957,14.461960174385242,136.68325147872557
407,40.247145725250185,12.571250716209487,160.74125432748608
408,-5.269094535959834,16.626686572947875,51.84735266900269
409,8.243418063272477,15.031831001104596,42.694205961266626
410,4.504826320384652,13.818872204359145,35.2683775637323
411,8.32976394555735,12.400296729640317,111.33806744751675
412,90.45379480311861,15.434972496229443,151.56265773642087
413,34.902881814024155,12.944656394584584,120.59543064621555
414,-13.51451772380925,16.326579676241877,165.23891295509503
415,11.676278130762276,14.810919322711458,88.20819769241288
416,16.662124556407942,13.338783901046005,139.0735640560631
417,5.814315169705927,11.699762703882964,44.125528964930105
418,-3.353107976951666,14.934294294424589,56.710710555538746
419,-1.1474958247475124,14.994262513590764,151.29261809510064
420,9.229551074863833,13.088276557509463,61.365234523357145
421,-1.0648508755317048,14.453049819183889,79.22146995956409
422,27.700388543221276,12.288091015884218,95.14091266664639
423,18.78866477038442,13.135259743099589,164.22634080309496
424,63.898417534898726,16.78279258580517,193.13444984722503
425,1.734180045608129,16.075364628198788,30.2705800085128
426,61.93459526447964,13.446676816692325,46.56018892381005
427,3.836816880438631,15.03614641569493,62.64882894250799
428,19.560316042524942,12.348462763270476,52.63351805253629
429,11.911048661163072,13.6165423018187,103.59627631492937
430,9.123861682927899,14.335883168963015,113.3452188126112
431,-1.332216790350121,17.11349107269043,37.63657370825288
432,33.99357741661783,13.957275881100555,57.004889632199664
433,12.13892749952411,13.23218154760131,77.65350520841253
434,53.20235793031574,13.240188111455739,197.73626470402667
435,7.134131442881662,13.63067478974177,300.9058016018578
436,19.822941009693057,15.785349728714937,30.698474655686024
437,71.06132001568974,18.982159579083742,-44.88089103719833
438,19.605824393864616,12.696709072526058,93.18109577968453
439,2.714097554066003,14.955619532038982,49.38697380364225
440,27.936775922017667,12.523567192214594,251.50753527203065
441,4.598842073854671,14.159592662249487,45.03802875818981
442,27.328196381939794,11.075269599037082,85.19181095799833
443,5.567575500199779,17.105100629430186,17.336219098399237
444,9.375873212192928,12.083397411567422,119.43337449873073
445,5.40136932586086,13.55002256579398,117.77786352971144
446,91.83723067493355,12.456043561091883,165.49543123375346
447,5.524689977902115,13.718912390335895,44.44507751622759
448,35.04489457086871,13.142931787925532,51.66790928279347
450,67.51646209841195,15.500096886089118,336.9653599223966
451,9.258542278589172,14.686512792669967,30.681857262134514
454,55.01063415956253,12.961958185099027,192.06335175501184
455,2.4183173398472366,13.182545258654473,67.26749025052062
456,-0.4426973859023348,13.431716938377747,51.45852049503672
457,2.365219247408453,12.616268166255146,38.0777454186492
458,35.72841884441588,15.656785198879094,217.0813231446582
459,-1.418161919567376,17.51341499463059,21.012579522064975
460,-1.4330677576927668,17.274990980629205,19.07524027066265
461,21.608725069182828,12.67198194170154,133.74658229063738
462,-10.59482954652969,18.353179233388385,85.82330456728938
463,23.216257186106198,12.890412723552922,89.09945045414463
464,50.21125624746175,16.39583869495907,90.8034223534193
465,67.90549196565469,12.578014659001088,173.63434674763948
466,0.4380036612009571,14.650970249131317,125.65006255453522
467,0.479651626051914,16.222345324509213,84.20762962239483
468,-2.016613907417337,16.11796181935134,58.45342668774612
469,14.196465307865676,12.64239320384645,153.22220103332162
470,20.745412652601058,11.83863481885831,109.42031233943416
471,-1.438752708749707,10.438012572818135,57.50263104297464
472,23.206101688970936,13.188664986078011,158.80377650532824
473,-8.040244096151532,14.793846357993345,92.78770618472876
476,20.293660996679147,12.532184736718193,134.10922414719593
477,-9.80532789796324,15.07882577034584,75.10579880668267
478,15.61780908419704,13.931155032524353,105.80269174748798
479,7.461631910902523,12.2553059116083,28.174913457124173
480,58.572765198829025,13.261842785570158,229.5838993030118
481,1.3525649404098266,14.58012078375625,77.48157179590474
482,-6.572860398043023,13.574776478617915,68.85561411040852
483,12.613752774798002,11.278302906600194,90.72855083684252
484,17.806260710714152,10.843120704192259,77.08478999171507
485,35.3752558322089,13.154674767765675,167.82344156430997
486,7.269441291045474,11.680447195791862,68.50286543977928
487,-2.3812236219483807,14.214417795334938,50.75600658490798
489,66.3537332091224,13.425473928931863,62.06572165909119
490,-4.358255718328531,16.959277413009872,66.517388221121
491,-0.5585933693727934,12.894808004250596,21.717620405347887
492,-1.997868280707812,14.929318337915412,49.03132271369506
493,1.3358816500914887,14.238146896852843,28.1756947676451
494,12.801805653047492,14.75001153843441,132.15862039166646
495,0.9410467749372391,14.19422470091843,23.7712600861925
497,-18.499507626876365,18.118992484209418,155.27392214211892
498,5.450418839933248,11.23468624799305,48.214095295897174
500,8.435102350491618,13.172432050876726,67.01028747814782
501,8.65170563534105,12.229919634890175,82.69327149985564
502,68.4289015151531,14.936194830630711,127.03331264232382
503,2.2677156147947826,13.548639944864766,124.23056045064843
504,1.8420825436244894,14.801838827324934,45.02338411329677
505,25.03139795687534,12.467221877278115,77.92665523919553
