firm,μ,σ
72,-0.19513594069611634,0.16948135449886717
74,-0.019694492562921617,0.14752391635930287
75,-0.0753089609552399,0.13715367448721752
76,0.05954782247609647,0.1318751031915207
77,0.06800925626672578,0.11920105138393286
78,0.21285205634464605,0.1413290033829326
79,0.09650541367842481,0.12115365442477856
80,0.20925222144541467,0.11810152176510644
81,0.08175172368035692,0.12232158293710892
82,0.03525825367163133,0.1284862981507871
83,0.34586007166585886,0.13826696170238845
84,0.5381261338816805,0.21604224530989258
85,0.043800209306996615,0.12449076640402909
86,0.08729422924549714,0.15829340426843336
87,0.02765951642445919,0.1380778321298742
88,0.09775789326011616,0.15685999569349135
89,-0.4002128770593084,0.20115811279137757
91,0.2351672816515758,0.15427327732776777
92,0.11297784630177314,0.13757882026396132
93,0.026469179254435333,0.12518696813785565
95,0.20237420392426936,0.1327967009545271
96,0.06214910825766995,0.1431485227896225
97,0.08578922440050905,0.14209475252892834
98,0.0023052752481769433,0.13020454860249975
101,0.16523205260331822,0.15814995685317793
102,0.24216832689063106,0.1451328361495067
103,0.12272301289210374,0.14260402526258184
104,0.12670602676140408,0.13428044008694995
105,0.040104055389192234,0.13829409876269652
106,0.34141147293626684,0.1474941279363568
107,0.09505681510604203,0.1224539066884202
108,0.11702903180160916,0.115388911547794
109,0.09873074964212608,0.1389152214156626
110,0.09403674698681196,0.13585005954749835
111,0.21194188627586658,0.1313343475195105
112,0.02111388105343332,0.12386287063100164
113,-0.061321982059281514,0.14650967327758815
114,0.025494920675233967,0.15484771910884637
116,0.0250077233247987,0.12441293590738399
117,0.04201022961131895,0.12196990893034647
118,0.0698164575104853,0.113846627100632
119,0.06802480167270576,0.10970788514488017
120,-0.0011875695538827763,0.1322041193471945
121,0.04369216201501849,0.10552502129313233
122,0.045722358054651045,0.12360103964616104
123,-0.025888534115916146,0.15582238968912898
124,0.020250479823127596,0.13026992000856885
125,0.08692290639802894,0.15797829074592876
126,0.021022063890679205,0.11478139411410156
127,0.040952990133506194,0.13050382198358226
128,0.23076674810898565,0.13451072045542062
129,0.05047944948744146,0.13643108997823608
131,0.2277997325923975,0.11297025205937367
133,0.11452376768387665,0.1218123059695755
134,0.11227734451156796,0.12828070114292567
135,0.11200613062345928,0.13023809105307974
136,0.09863460641228675,0.12774094209747078
137,0.1878217540281868,0.14931062452831362
138,0.2676059475188595,0.12096330673970769
139,0.07535584072057024,0.16098520578024164
140,0.12607182329887623,0.14489718403923202
141,0.25645496060440387,0.13851095354608622
142,-0.11259369232109358,0.1676995998648118
143,-0.02569011094967507,0.14227448298132836
144,0.1107084066475043,0.18763054435185786
145,0.3992118712066334,0.16507781149361897
146,0.0018909368332551272,0.19285947055571806
147,0.04874399147394138,0.12710900492814814
148,0.11020908928101898,0.16309080229011183
151,-0.09842846201194126,0.16559077277306417
152,0.21608652574139403,0.12280411423245342
153,0.1007908270989774,0.1453568430652903
154,0.011195228268482358,0.11673975766737177
155,0.136319681260838,0.13347436418380415
156,0.1537375506282897,0.12953177336852542
158,0.02616376138724948,0.12321642455222359
159,0.06207801641491719,0.1126681457468201
162,-0.252606517739575,0.18301750637654027
163,0.03684821408708097,0.1421003370369435
164,0.18390414017195403,0.1338618014189828
165,0.1105561794759882,0.1368689993207516
166,0.04329822431727239,0.1269670890925665
167,-0.004641054952388223,0.13153367522063084
168,0.1838439855567901,0.13801847308596304
169,0.05231978428630376,0.131103347923911
170,0.30203844832977916,0.12740472904013056
171,0.07888233690774543,0.1331220440349325
172,1.0165365779671938,0.21327165031562734
173,0.06693914216037108,0.12118173165582174
174,-0.0016416795443039013,0.16735044599072765
175,0.16646703817213873,0.13507815677236779
176,0.14006947938903155,0.12646439239334645
177,0.029660318573574318,0.12689566546657152
178,0.028167279347148872,0.12664474376784005
179,0.17600337984013076,0.13547948207861601
180,0.36158351376455805,0.18783826321570926
181,0.050827642270550345,0.12924465998993295
183,0.07943876762052561,0.11831895218404526
184,0.013121652391373138,0.12962154821696154
185,0.030876234269476454,0.16722040933994348
186,0.12619122100759897,0.12113376806660363
187,0.18076566859635929,0.12391110000878498
188,0.0015363067112148846,0.1376794954870145
189,0.03592244617445223,0.13586402662538624
191,0.17842512066554056,0.1266033991842403
192,-0.03775273001760245,0.1412645386035751
193,0.016215093055679038,0.14445433057632603
194,-0.019489329282679917,0.13649848769287798
195,0.07669993215825703,0.15291117814593966
196,0.14845540245533714,0.13584093723521362
197,0.01082404221768979,0.13056939138343143
198,0.073894835866816,0.12980158148140117
199,0.007033955767472202,0.14083916451553644
200,0.08666706856462988,0.1385460538837412
201,0.10712457759939055,0.15566002095213244
202,0.40144107970299026,0.1544051329763109
203,-0.04384071292171553,0.13219215128889716
205,-0.04225834666064238,0.14157866369743263
206,-0.05946925741586606,0.13995194310952255
207,-0.05159051336810882,0.14634725137942392
208,0.2800410321192068,0.1750184677486967
209,-0.16013467766662723,0.1877017883796529
210,0.14796251137982597,0.12585234875821902
211,0.20553502142423016,0.1393122458616315
212,0.44140302407447346,0.16322031011588736
213,0.0351959049963092,0.12185642502912096
214,-0.02706849428323949,0.15984512753727875
215,0.11044024271139308,0.11648340487247695
216,0.04716124575465293,0.15673247881569963
217,0.10527216981608135,0.1289766836153195
218,-0.01692497505115358,0.12240868068272102
219,0.026741056741044697,0.14424446824999068
221,0.12738476871048451,0.13378053327194775
222,-0.06523796992735013,0.18102960280186103
223,-0.10291086750293085,0.16389723829726913
224,-0.03633090879148547,0.14268046841154872
225,0.1850128317876867,0.1515494545000276
227,0.019605858993663766,0.13984752958828417
228,0.15604347642292277,0.173597899238191
229,-0.020360508993245992,0.14502633633224335
230,0.14049710068946955,0.14608347843185285
231,0.1583139453731215,0.13293001985152497
232,0.14501191994009355,0.1244161465796743
233,0.07831006661357097,0.12457043358479807
234,0.05858021761586395,0.1118459877605178
235,-0.029954846087882243,0.1521646591739208
237,0.10599571438891038,0.14752612037519663
238,0.13216644960144974,0.1350998238851526
239,-0.0032793037166722284,0.14741801788635006
240,-0.02640810799402758,0.13282192700389114
241,-0.018169571968783285,0.12331433250063185
242,0.10883404152177446,0.11975043636595299
243,0.2248163257718969,0.1378548365104967
245,0.10749084572818375,0.12305961081878282
246,0.0033584360232797317,0.1534254629955349
247,-0.002252987613271839,0.1417139950363157
248,-0.20412328102950147,0.20667047048624346
249,-0.05290183828546539,0.13850021658969727
250,0.10808272052030202,0.11489933062748944
251,-0.02651695294229508,0.13441417843860387
252,-0.026328874010395333,0.13535452538756967
253,0.10146186580380089,0.14299463405808935
254,0.22605601725800503,0.13957255466491691
255,0.14064877169886728,0.14141786327276198
256,-0.04788497287584446,0.1577403702202908
257,-0.09965620189443444,0.16243430919448829
258,0.18476384960985673,0.13850709958522586
259,0.10062601933123937,0.13449245810270485
260,0.13362314650202053,0.13014391779786288
261,0.08214468079369522,0.12018219157450814
263,0.053273380018958094,0.12053858526783555
264,0.07099170800031447,0.10636538590990835
265,0.15453792897983468,0.13065065356106126
266,0.058153017014161736,0.13223155862930253
267,0.03196416499807294,0.12736782590564205
269,0.016659488203819264,0.11593194076897183
270,0.014772742287211725,0.15127199670936342
271,0.267744166978813,0.13298642411665385
272,0.037152472309805354,0.11200693129468617
273,0.07795115483218368,0.15426144996214852
274,-0.009113514617664567,0.1338933681717453
275,0.330486479538795,0.1523467988969843
276,-0.07635481754287178,0.1327600423532369
277,0.15471626934638927,0.13374604226895864
279,0.12466418927039034,0.13128736977141556
280,0.29948480303064634,0.1600641581630242
281,0.018053465586135624,0.1434895443023287
282,-0.13545917188412346,0.16122368185803054
283,-0.020562107611496298,0.1468433991388893
284,0.11236536769347376,0.1283526661836314
285,0.15455728504252822,0.15490404275346067
286,-0.05348555194242796,0.17805300636237958
288,0.16223633370027943,0.16580086425040633
289,0.13827406038299447,0.15128820125059805
290,0.06178249798119735,0.1211350088308227
291,0.039255533261992714,0.13188360012539363
292,0.21387945120744292,0.13746729490212015
294,-0.015178448513763751,0.1530136389173787
295,-0.016572313229340763,0.14460305111022687
296,0.043918271839533556,0.1884957297274053
297,0.051357837077625854,0.16215959398010296
298,0.10733759394258008,0.13913766588308193
299,0.05027345488210475,0.15781799371556318
300,0.1693210475764641,0.1127023299962737
301,0.15433482620968939,0.13937310603317252
302,0.10801821870270654,0.13205058524551547
303,0.1484366649795125,0.13318994048724664
304,0.40586964351518623,0.19003762149766598
305,0.09529300298529975,0.11792890043698966
306,0.10303403744939202,0.11439027102786424
307,0.20945592473184538,0.13188941126255435
308,0.034455682189086345,0.12094374242967786
309,0.06529540435399392,0.11369277875048028
310,0.09970359811783974,0.14026202166841958
311,0.22275656591041026,0.13041730903429885
312,0.06742721289853246,0.1780994716597292
313,0.14564525577238768,0.15224369727749457
314,0.120942935150126,0.16051542530204516
315,0.268955431046515,0.12286897717332274
316,0.16105028387040846,0.12088412225386672
318,-0.06745024538080423,0.16593909697892262
319,-0.07040314484313036,0.1380583363534646
320,0.09654909561875917,0.10716230674851795
321,0.3425395606742979,0.15659464640184112
322,0.13211283128828918,0.12683013066592855
323,0.17412053044498582,0.13120287216839618
324,0.17831836364966375,0.13916165158128083
325,0.17838212934390812,0.1263454169888113
326,0.3071270209258895,0.1371466623908721
327,0.20111139537910228,0.12043169173552525
328,0.03309117041378311,0.14520740491841116
329,0.0224435995470328,0.15791713623484036
330,-0.018449181441997923,0.15881380066000017
331,0.1309297819420696,0.1370455867101453
332,0.10182250970539009,0.13855903872636102
333,0.09591072438938172,0.13989032372962354
334,0.17768024841778846,0.12114546400519133
336,0.14710446920860915,0.1367729708747469
337,0.013015457054671126,0.11955393717934348
338,0.1286699946243582,0.1308322545164272
339,0.012277615211647053,0.1351976873710958
340,0.09091456242978241,0.12434662492368023
342,-0.30572317295801904,0.20699614288516816
343,0.04130508859950421,0.1426351167639663
344,0.19191219713841384,0.14995604656595707
345,0.37260748129028465,0.16416490683283363
346,0.13236250628190965,0.1440815916572965
347,0.17344315066920937,0.15625361214131483
348,0.21673760454273208,0.12464603263426449
349,-0.11450779265530332,0.19001399723604206
350,0.30919347358232185,0.13601169835143706
351,-0.006550520727990313,0.134628856818581
352,-0.027065300218214464,0.1731698522497639
353,0.13155955973608763,0.12301469369397439
356,0.08733811764855928,0.12351225991306397
357,0.07689075492782582,0.13134888102499548
358,0.14974085298901327,0.1437967155691932
359,0.1460874541757321,0.12332612161256745
360,0.2786183477987836,0.161440927076016
361,0.11167611360910168,0.15140105942933685
362,0.16931441911377912,0.21114468656608523
363,0.046925292607658854,0.14773392392735743
365,0.10511251486256391,0.10373675791916545
366,0.1797663792196901,0.1345776267638419
367,0.054978750454401884,0.12062965298060575
368,0.0324235020569556,0.1250829011810041
369,-0.05332343033976302,0.15185819987975707
370,-0.03951610852515363,0.12083985208839372
371,0.07052842828190461,0.16692596497225448
372,0.0657707091231624,0.13647741348825468
373,0.2737132643426564,0.13620564597013574
374,0.06594490549938829,0.1315116979612076
375,-0.015576079286768093,0.12233855262489222
376,0.07102061333281193,0.14822118992751812
377,0.13872558606392413,0.10732896755012353
378,0.15208049056879505,0.11836766573248561
379,0.1841301226086761,0.12620147388603734
380,0.0105526566835674,0.1458093000777226
381,0.10364235532427046,0.14743487840193176
382,0.04710055596644804,0.11678668512533594
383,0.1172954754709316,0.11575652799506897
384,0.13057197131244158,0.1540262124059093
385,-0.13792494425597876,0.17947317356782128
386,0.15072031980343595,0.1531455448228394
387,0.233159924421436,0.14639867216622215
388,0.3568198399565057,0.14027036051389233
389,0.09614434616863186,0.12473745134224312
390,-0.02625316149187517,0.15806333082092336
391,0.1536946503034866,0.1399951556297016
393,0.03181052544438157,0.13100985616199048
394,0.005845842977530706,0.14344556066822448
395,0.1748541295783837,0.134176074815318
396,0.06544559240078193,0.15068033188973298
397,0.15946566399158438,0.10750296988324401
398,0.22378971398786368,0.1363435166608504
399,0.10922686360887104,0.14039188488986062
400,0.12002880557918758,0.13826400747735865
401,0.11793356152247454,0.1256404405027991
402,0.10941680874119127,0.12007525636810606
403,0.03227599021743173,0.14808334865629072
404,-0.17885354880325582,0.19502559812825365
405,0.1819991772182966,0.12493858176608004
406,0.10354226855238294,0.14412384707727843
407,0.16802580580535945,0.12584065824440802
408,-0.11104071819201818,0.16772568719829828
409,0.1232711945188975,0.15033418707449672
410,0.09141915883240086,0.13810657086192862
411,0.06299775715406912,0.12379790219325151
412,0.2760502857751117,0.15411273442329348
413,0.17625746232391765,0.1294362479162014
414,-0.09796871656553306,0.16295839282553903
415,0.09944512373333583,0.1481000397577972
416,0.0891881598797435,0.13346105925916338
417,0.1015359556412104,0.11715359388585024
418,-0.07127940100859075,0.1492992916247601
419,-0.02559092571474074,0.1503486375750389
420,0.11768499773051382,0.13068009336809994
421,-0.008865157668036807,0.14458892371981563
422,0.1794534926968002,0.12309294420747316
423,0.09094922220305023,0.13149741048231617
424,0.1661230450882444,0.1683428737513683
425,0.04658351758097923,0.16126992832482037
426,0.33624280727022543,0.1343947392107687
427,0.05299497788001401,0.15034693294476748
428,0.20342280352263972,0.12322600069099882
429,0.08512926657660169,0.13629617261640176
430,0.06691276454639909,0.1438161050688308
431,-0.027664267495125777,0.17203335065457107
432,0.2599013267393875,0.14064046065238894
433,0.1103891893250697,0.13239277348668124
434,0.17504989135561938,0.13283164993725338
435,0.018539834542851144,0.13654524612275726
436,0.2769274864648514,0.15856386074254317
437,0.751881335605015,0.18948982943779463
438,0.14074307298621105,0.1270625122831001
439,0.04551045959481452,0.15000520025464834
440,0.08966891306780804,0.12530485642233305
441,0.07703969437443799,0.14183102364989783
442,0.18058781853339625,0.11110720585343559
443,0.14996581866576011,0.17194184787142247
444,0.0627008423549025,0.12123224962149252
445,0.03599280836048959,0.13506868706724195
446,0.2474505903290248,0.12456859361021032
447,0.097901192905023,0.13709679740455924
448,0.2632680574650771,0.13170291002403137
450,0.14517058217894235,0.1556893027494071
451,0.17383887276064888,0.14687647077113367
454,0.17871413893263435,0.12980841599890489
455,0.0326728606488239,0.1318333386591662
456,-0.010448192579678137,0.1345484191011113
457,0.05226532648083567,0.1259723031245747
458,0.11321795066694829,0.15683521371898013
459,-0.1041235696897411,0.17589927753260237
460,-0.1130182566014097,0.17376557625665537
461,0.11730107871034479,0.12689566896716384
462,-0.17745680432846536,0.18403584083588556
463,0.15740226871766025,0.12845958800088428
464,0.23056373251102308,0.16376972024075429
465,0.19239663121433717,0.1257928139458752
466,0.0011436526643991394,0.1468647867132669
467,-0.001444834475510816,0.1618529604394987
468,-0.03670155451575058,0.16263536927665465
469,0.08436857738460601,0.1260042850591456
470,0.1384232231070866,0.11854416170818027
471,-0.030462742973462048,0.1045152046630013
472,0.10725373135645758,0.13225489176816402
473,-0.1349826762704194,0.14814131370042127
476,0.11791922234789394,0.12527942307986523
477,-0.20501308117544015,0.14997225726496943
478,0.10812251560429091,0.13946364629181768
479,0.1566652143484011,0.1227731614367584
480,0.15132775744834284,0.13239832224452766
481,0.018768326929438618,0.14597872106330462
482,-0.12218547971455368,0.13621237838773928
483,0.10848161146642392,0.11285382333680116
484,0.14743076415344827,0.10858151749282358
485,0.13483244791748772,0.13157644609304367
486,0.0901352840605031,0.11753776152878291
487,-0.05003098895697381,0.14241213328327257
489,0.3285680862804783,0.13430135344389482
490,-0.07115183319970236,0.16981540114367827
491,-0.0333599896151885,0.1290103937335816
492,-0.03702949587854527,0.14985464229057868
493,0.0431222617293068,0.14280615435219787
494,0.07725211271256238,0.1475305654273512
495,0.031993760412932455,0.143496147330357
497,-0.16910845604581315,0.18067990372069626
498,0.09381499417093708,0.11261006810117169
500,0.09314373843215847,0.13197666982627412
501,0.08411396721943842,0.12188154493127497
502,0.24925114164390483,0.1492077580538589
503,0.01624837621558884,0.13550375006578924
504,0.033619190719863856,0.14748208108606808
505,0.19200003003716629,0.12501039309781684
